id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,lyrics
59,Without Me,Halsey,pop,neutral,0.488,136.04,0.533,0.752,0.297,88,"Found you when your heart was broke I filled your cup until it overflowed Took it so far to keep you close (Keep you close) I was afraid to leave you on your own (Ooh) I said I'd catch you if you fall (Fall) And if they laugh, then fuck 'em all (All) And then I got you off your knees Put you right back on your feet Just so you could take advantage of me Tell me, how's it feel sittin' up there? Feelin' so high, but too far away to hold me You know I'm the one who put you up there Name in the sky,"
60,Rare,Selena Gomez,pop,happy,0.545,115.0,0.631,0.838,0.208,88,"Baby You've been so distant from me lately And lately Don't even wanna call you ""baby"" Saw us gettin' older (Older) Burnin' toast in the toaster My ambitions were too high Waiting up for you upstairs (Upstairs) Why you act like I'm not there? Baby, right now it feels like It feels like you don't care Why don't you recognize I'm so rare? Always there You don't do the same for me, that's not fair I don't have it all I'm not claiming to But I know that I'm special (So special), yeah And I'll bet th"
61,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,pop,happy,0.479,89.91,0.913,0.76,0.556,88,"Ayy, ayy, ayy, ayy (Ooh) Ooh, ooh, ooh, ooh (Ooh) Ayy, ayy Ooh, ooh, ooh, ooh Needless to say, I keep in check She was a bad-bad, nevertheless (Yeah) Callin' it quits now, baby, I'm a wreck (Wreck) Crash at my place, baby, you're a wreck (Wreck) Needless to say, I'm keeping in check She was a bad-bad, nevertheless Callin' it quits now, baby, I'm a wreck Crash at my place, baby, you're a wreck Thinkin' in a bad way, losin' your grip Screamin' at my face, baby, don't trip Someone took a big L, don"
62,Roses - Imanbek Remix,SAINt JHN,pop,happy,0.7240000000000001,121.97,0.898,0.77,0.017,88,"Roses I walked in the corner with the body screaming dolo Never sold a bag but look like Pablo in a photo This gon' make 'em feel the way like Tony killed Manolo You already know though, you already know though I walk in the corner with the money, on my finger She might get it popping, I might wife her for the winter I already know, already know, nigga roses All I need is roses Turn up baby, turn up, when I turn it on You know how I get too lit when I turn it on Can't handle my behavior when I t"
63,Hate Me (with Juice WRLD),Ellie Goulding,pop,happy,0.768,75.03,0.759,0.657,0.108,88,"Hate me, hate me, still tryna replace me Chase me, chase me, tell me how you hate me Erase me, 'rase me, wish you never dated me Lies, tell me lies, baby, tell me how you hate me I bet you don't kiss her with your eyes closed I bet you're still walkin' on a tightrope Miss me so much, you've been goin' psycho You ain't gotta say it, baby, I know It's a thin line between all this love and hate And if you switch sides, you're gon' have to claim your place So baby, this time you're gon' have to seal"
64,Say So,Doja Cat,latin,happy,0.6729999999999999,110.96,0.786,0.787,0.256,88,"Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so It's been a long time since you fell in love You ain't coming out your shell, you ain't really been "
65,Robbery,Juice WRLD,rap,neutral,0.6920000000000001,159.97,0.578,0.685,0.328,88,"Man, what? (Haha) This shit funny, one sec Oof, this Hennessy strong as fuck, boy She told me put my heart in the bag (In the bag) And nobody gets hurt (No hurt) Now I'm running from her love, I'm not fast (Fast) So I'm making it worse (Making it worse) Now I'm digging up a grave, from my past I'm a whole different person (I'm a whole different person) It's a gift and a curse (It's a gift and a curse) But I cannot reverse it I can't reverse it It was a gift and a curse And now I'm drinkin' too m"
66,"thank u, next",Ariana Grande,pop,neutral,0.653,106.97,0.412,0.717,0.229,87,"Thought I'd end up with Sean But he wasn't a match Wrote some songs about Ricky Now I listen and laugh Even almost got married And for Pete, I'm so thankful Wish I could say, ""Thank you"" to Malcolm 'Cause he was an angel One taught me love One taught me patience And one taught me pain Now, I'm so amazing Say I've loved and I've lost But that's not what I see So, look what I got Look what you taught me And for that, I say Thank you, next (Next) Thank you, next (Next) Thank you, next I'm so fuckin"
67,Nice To Meet Ya,Niall Horan,pop,sad,0.841,109.03,0.392,0.591,0.012,87,"I like the way you talk, I like the things you wear I want your number tattooed on my arm in ink, I swear'Cause when the morning comes, I know you won't be there Every time I turn around, you disappear I wanna blow your mind, just come with me, I swear I'm gonna take you somewhere warm, you know j'adore la mer'Cause when the morning comes, I know you won't be there Every time I turn around, you disappear (I got love for you) (I got love for you) Nice to meet ya (I got love for you) (I got love f"
68,Good News,Mac Miller,rap,sad,0.32,174.09,0.241,0.794,0.853,87,"I spent the whole day in my head Do a little spring cleanin' I'm always too busy dreamin' Well, maybe I should wake up instead A lot of things I regret, but I just say I forget Why can't it just be easy? Why does everybody need me to stay? Oh, I hate the feeling When you're high but you're underneath the ceiling Got the cards in my hand, I hate dealing, yeah Get everything I need then I'm gone, but it ain't stealing Can I get a break? I wish that I could just get out my goddamn way What is there"
69,Psycho,Red Velvet,latin,neutral,0.6659999999999999,139.99,0.405,0.664,0.193,87,"NA Ooh, ooh, hey, yeah Hmm, yeah, psycho 널 어쩌면 좋을까 이런 맘은 또 첨이라Up and down이 좀 심해 조절이 자꾸 잘 안돼 하나 확실한 건 I don't play the game 우리 진짜 별나대 그냥 내가 너무 좋아해넌 그걸 너무 잘 알고 날 쥐락펴락해 나도 마찬가지인걸 (Oh-oh-oh) 우린 참 별나고 이상한 사이야 서로를 부서지게 (부서지게) 그리곤 또 껴안아 (그리곤 또 껴안아) You got me feeling like a psycho, psycho 우릴 보고 말해 자꾸 자꾸 다시 안 볼 듯 싸우다가도 붙어 다니니 말야 이해가 안 간대 웃기지도 않대 맞아 psycho, psycho (Psycho, psycho) 서로 좋아 죽는 바보 바보 (바보, 바보) 너 없인 어지럽고 슬퍼져 기운도 막 없어요 둘이 잘 만났대 Hey, now we'll be okay Hey, trouble 경고 따윈 없이 오는 너 I'm original, visu"
70,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,pop,sad,0.8,139.92,0.272,0.499,0.091,87,"Oh I feel you crumble in my arms down to your heart of stone You bled me dry just like the tears you never show Why don't you take what you want from me? Take what you need from me Take what you want and go Why don't you take what you want from me? Take what you need from me Take what you want and go I never needed anything from you And all I ever asked was for the truth (All I ever asked was for) You showed your tongue and it was forked in two Your venom was lethal, I almost believed you (Almos"
71,Dancing With A Stranger (with Normani),Sam Smith,pop,sad,0.52,103.0,0.347,0.741,0.45,87,"Hmm, mhm I don't wanna be alone tonight (Alone tonight) It's pretty clear that I'm not over you (Over you, over you) I'm still thinking 'bout the things you do (Things you do) So I don't wanna be alone tonight, alone tonight, alone tonight Can you light the fire? (Light the fire, light the fire) I need somebody who can take control (Take control) I know exactly what I need to do 'Cause I don't wanna be alone tonight, alone tonight, alone tonight Look what you made me do, I'm with somebody new Oo"
72,Sucker,Jonas Brothers,pop,happy,0.7340000000000001,137.96,0.952,0.842,0.043,87,"We go together Better than birds of a feather, you and me We change the weather, yeah I'm feelin' heat in December when you're 'round me I've been dancin' on top of cars and stumblin' out of bars I follow you through the dark, can't get enough You're the medicine and the pain, the tattoo inside my brain And, baby, you know it's obvious I'm a sucker for you You say the word and I'll go anywhere blindly I'm a sucker for you, yeah Any road you take, you know that you'll find me I'm a sucker for all"
73,Suge,DaBaby,rap,happy,0.662,75.44,0.844,0.876,0.061,87,"Pooh, you a fool for this one HaOh Lord, Jetson made another one Hah Pack in the mail, it's gone (Uh) She like how I smell, cologne (Yeah) I just signed a deal, I'm on Yeah, yeah I go where I want, I'm good (Good) Play if you want, let's do it (Ha) I'm a young CEO, Suge (Yeah) Yeah, yeah The first nigga play, I'ma body a nigga (Ha) I just checked my balance I'll probably pull up to your hood And come buy me a nigga (No cap) You know that your ho told you that nigga crazy Don't think that she lie"
74,Graveyard,Halsey,pop,sad,0.583,92.04,0.187,0.667,0.231,87,"It's crazy when The thing you love the most is the detriment Let that sink in You can think again When the hand you wanna hold is a weapon and You're nothin' but skin Oh, 'cause I keep diggin' myself down deeper I won't stop 'til I get where you are I keep running, I keep running, I keep running They say I may be making a mistake I woulda followed all the way, no matter how far I know when you go down all your darkest roads I woulda followed all the way to the graveyard Oh, 'cause I keep diggin'"
75,SICKO MODE,Travis Scott,pop,neutral,0.73,155.01,0.446,0.834,0.005,87,"NA Astro, yeah Sun is down, freezin' cold That's how we already know, winter's here My dawg would probably do it for a Louis belt That's just all he know, he don't know nothin' else I tried to show 'em, yeah I tried to show 'em, yeah, yeah Yeah, yeah, yeah Goin' on you with the pick and roll Young La Flame, he in sicko mode NA Woo, made this here with all the ice on in the booth At the gate outside, when they pull up, they get me loose Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes Th"
76,OUT WEST (feat. Young Thug),JACKBOYS,rap,sad,0.591,139.86,0.309,0.802,0.01,87,"Yeah Buddah bless this beat Ayy Bangin' out west (Bangin'), slangin' out west (Yeah) Gold metallic knife, I can shank ya out west (Yeah) I just put a drum on a new Kel-Tec (On a) I just put my cum in her pussy, now it's wet I used to jump off the back of the bus (Yeah), now I jump off of a jet (Yeah) I used to tell the lil' baby, ""This us,"" then I got over the shit I used to like her, but now that I love her The way she was drankin' my spit Your bitch cheatin', she under my cover, we cuddle and "
77,Better Now,Post Malone,pop,sad,0.578,145.04,0.341,0.68,0.331,87,"You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh I did not believe that it would end, no Everything came second to the Benzo "
